"scaffold","start","end","mid","sites","pi_S_HUE_T","pi_S_COT_S","dxy_S_HUE_T_S_COT_S","Fst_S_HUE_T_S_COT_S","S_S_HUE_T_egg","S_S_COT_S_egg","Pi_S_HUE_T_egg","Pi_S_COT_S_egg","thetaW_S_HUE_T_egg","thetaW_S_COT_S_egg","D_S_HUE_T_egg","D_S_COT_S_egg","lseff_S_HUE_T_egg","lseff_S_COT_S_egg","FstWC_S_HUE_T_S_COT_S_egg","Dxy_S_HUE_T_S_COT_S_egg","lseff_S_HUE_T_S_COT_S_egg","col"
"CM008230.1_RagTag",6200001,6250000,6225252,14755,0.0224,0.0183,0.023,0.0655,"747","751","263.7817","241.6706","264.0539","265.4678","-0.0052","-0.4496",12091,13607,"0.1163","0.0227",10131,"#140000"
"CM008230.1_RagTag",6250001,6300000,6273801,19657,0.0148,0.0128,0.0155,0.0626,"486","466","171.2302","151.9802","178.8173","164.7244","-0.2213","-0.3876",11529,11756,"0.1158","0.0174",7048,"#120000"
"CM008230.1_RagTag",6300001,6350000,6325246,15625,0.0165,0.0147,0.0175,0.0622,"630","633","216.6651","202.1833","222.696","223.7565","-0.1358","-0.4834",13393,14108,"0.114","0.0185",9964,"#120000"
"CM008230.1_RagTag",6350001,6400000,6375589,17295,0.0223,0.019,0.0226,0.0483,"225","261","85.1889","82.5222","79.5343","96.0315","0.355","-0.7321",3710,4502,"0.1255","0.0245",2635,"#0F0000"
"CM008230.1_RagTag",6400001,6450000,6423238,17428,0.018,0.0323,0.03,0.099,"0","86","0.0","29.3524","0.0","33.168","None","-0.6249",14,748,"None","None",0,"#1E0000"
"CM008230.1_RagTag",6450001,6500000,6474028,16834,0.0234,0.0221,0.0206,0,"5","23","1.1","8.8437","1.8397","8.8705","-1.7031","-0.0159",46,367,"None","None",0,"#000000"
"CM008230.1_RagTag",6500001,6550000,6526183,16634,0.0881,0.066,0.076,0,"27","79","11.3651","27.5595","9.9343","29.067","0.7192","-0.2669",82,407,"-0.0721","0.1283",58,"#000000"
"CM008230.1_RagTag",6550001,6600000,6573837,15395,0.0742,0.0527,0.0679,0.0352,"74","137","28.7556","47.8032","27.2273","52.8375","0.2885","-0.5202",336,924,"0.0004","0.0883",84,"#0A0000"
"CM008230.1_RagTag",6600001,6650000,6626172,17477,0.0263,0.0204,0.0235,0.0041,"63","84","22.7683","30.3571","23.18","32.3967","-0.091","-0.3419",949,1750,"0.025","0.0224",123,"#000000"
"CM008230.1_RagTag",6650001,6700000,6675927,18477,0.084,0.0598,0.0741,0.0159,"35","66","13.296","24.6405","12.8778","24.2838","0.1638","0.0753",152,344,"-0.0174","0.0963",71,"#020000"
"CM008230.1_RagTag",6700001,6750000,6725886,18991,0.0633,0.0501,0.0576,0.0086,"30","118","12.2397","35.973","11.0381","43.4166","0.546","-0.8869",160,731,"0.0736","0.1212",69,"#020000"
"CM008230.1_RagTag",6750001,6800000,6773777,20265,0.087,0.0525,0.0768,0.0508,"46","74","20.0429","25.4643","16.9251","28.5399","0.9371","-0.5841",181,378,"0.157","0.1212",17,"#0F0000"
"CM008230.1_RagTag",6800001,6850000,6823542,15748,0.1053,0.0644,0.0922,0.0437,"93","269","36.6937","96.3929","34.2181","103.7466","0.3732","-0.3886",313,1658,"0.0008","0.1646",123,"#0C0000"
"CM008230.1_RagTag",6850001,6900000,6873951,15390,0.0852,0.0581,0.0743,0.0189,"64","245","25.146","87.1849","24.6832","90.1445","0.1014","-0.1708",270,1502,"-0.0399","0.1296",54,"#050000"
"CM008230.1_RagTag",6900001,6950000,6925185,15467,0.1128,0.0559,0.082,0,"64","170","23.8968","56.6214","23.548","62.5493","0.0759","-0.4919",183,1070,"-0.013","0.2041",78,"#000000"
"CM008230.1_RagTag",6950001,7000000,6975026,16245,0.0701,0.0427,0.0596,0.0293,"41","103","10.9889","34.9873","15.0854","39.7245","-1.3769","-0.6492",160,826,"-0.0347","0.1015",26,"#070000"
"CM008230.1_RagTag",7000001,7050000,7024719,15473,0.063,0.0525,0.0556,0,"50","220","19.9325","75.0405","18.3968","84.8485","0.4256","-0.6331",231,1345,"0.0799","0.0413",31,"#000000"
"CM008230.1_RagTag",7050001,7100000,7075564,17999,0.0577,0.0287,0.0488,0.0645,"27","76","11.8111","24.5476","9.9343","29.3113","0.9433","-0.8812",125,885,"-0.0609","0.0632",56,"#140000"
"CM008230.1_RagTag",7100001,7150000,7125256,14630,0.0329,0.0418,0.0388,0.0205,"48","195","15.3079","65.7548","17.661","71.7477","-0.6785","-0.434",554,1514,"0.0165","0.0244",265,"#050000"
"CM008230.1_RagTag",7150001,7200000,7176157,17206,0.0345,0.0407,0.0359,0,"80","208","29.6627","76.7071","30.854","80.2204","-0.2095","-0.2398",735,1765,"-0.0532","0.0254",89,"#000000"
"CM008230.1_RagTag",7200001,7250000,7225453,15191,0.081,0.0608,0.0717,0.0059,"81","161","30.7325","61.1802","29.8029","62.0937","0.1606","-0.0804",332,1022,"-0.0117","0.0798",81,"#000000"
"CM008230.1_RagTag",7250001,7300000,7274876,14996,0.0982,0.0641,0.0807,0,"45","155","21.2056","65.2492","16.5572","59.7796","1.4274","0.5",169,925,"-0.0519","0.1369",89,"#000000"
"CM008230.1_RagTag",7300001,7350000,7323793,14448,0.0568,0.0363,0.0541,0.0793,"308","245","117.7706","80.0857","113.3246","94.4904","0.2043","-0.8354",1956,2195,"0.211","0.0879",356,"#170000"
"CM008230.1_RagTag",7350001,7400000,7376162,14422,0.0581,0.0413,0.0583,0.0831,"970","578","377.6611","201.1127","356.8988","212.6675","0.3039","-0.2835",6557,4832,"0.0821","0.0706",1670,"#190000"
"CM008230.1_RagTag",7400001,7450000,7424524,13308,0.0696,0.0524,0.0669,0.0482,"1107","1057","397.3619","330.8786","407.3062","388.9093","-0.1275","-0.7795",5736,6576,"0.0796","0.0811",2765,"#0F0000"
"CM008230.1_RagTag",7450001,7500000,7474738,18551,0.0521,0.044,0.0533,0.0542,"492","471","190.946","153.4817","181.025","173.2983","0.2859","-0.5964",3443,3346,"0.0404","0.0777",1478,"#0F0000"
"CM008230.1_RagTag",7500001,7550000,7522806,13611,0.0584,0.0504,0.0567,0.022,"764","821","291.7841","290.7341","281.1038","302.0762","0.1984","-0.1961",5005,5743,"0.0336","0.0731",2683,"#050000"
"CM008230.1_RagTag",7550001,7600000,7572711,15603,0.0557,0.0448,0.0545,0.0432,"851","830","320.6349","288.304","313.1143","305.3876","0.1254","-0.2921",5746,6499,"0.0663","0.069",2652,"#0C0000"
"CM008230.1_RagTag",7600001,7650000,7625042,13731,0.0587,0.0454,0.06,0.0745,"1144","785","442.6619","257.7444","404.3877","288.8305","0.475","-0.562",7611,5919,"0.1013","0.0799",2073,"#170000"
"CM008230.1_RagTag",7650001,7700000,7676696,13142,0.0603,0.0465,0.0603,0.0641,"954","709","362.8198","245.4286","337.2254","260.8673","0.3808","-0.309",6163,5110,"0.1134","0.0734",2350,"#140000"
"CM008230.1_RagTag",7700001,7750000,7724975,11991,0.0699,0.0657,0.0752,0.0544,"1806","1709","683.1873","634.654","638.3953","604.1072","0.3523","0.2539",9951,9964,"0.0937","0.0777",7329,"#0F0000"
"CM008230.1_RagTag",7750001,7800000,7774372,13250,0.0597,0.0511,0.0623,0.0617,"1776","1123","655.131","400.5468","627.7907","413.1932","0.2187","-0.1599",11256,8010,"0.0751","0.0709",4551,"#120000"
"CM008230.1_RagTag",7800001,7850000,7825724,11831,0.0743,0.0557,0.0709,0.0452,"2164","1631","781.1333","499.1825","764.9432","600.1051","0.1063","-0.8789",10697,9197,"0.0701","0.0752",6348,"#0C0000"
"CM008230.1_RagTag",7850001,7900000,7875209,12499,0.0688,0.0562,0.0671,0.0371,"2049","1796","727.3079","560.8651","724.2923","634.8604","0.0209","-0.5852",10840,10389,"0.0628","0.0693",7666,"#0A0000"
"CM008230.1_RagTag",7900001,7950000,7922521,12386,0.0355,0.0292,0.0356,0.0499,"544","324","205.154","105.9206","200.1577","119.2116","0.1302","-0.5808",5857,3435,"0.0549","0.0529",833,"#0F0000"
"CM008230.1_RagTag",7950001,8000000,7975402,14178,0.0299,0.029,0.0321,0.0455,"1043","1177","349.7016","372.5746","368.6857","416.0527","-0.2584","-0.5245",11761,13042,"0.0816","0.0316",9299,"#0C0000"
"CM008230.1_RagTag",8000001,8050000,8024945,15038,0.0262,0.0236,0.0269,0.0413,"1024","973","354.2651","339.1214","361.9694","343.9416","-0.1068","-0.0703",14160,14717,"0.0682","0.0289",10844,"#0C0000"
"CM008230.1_RagTag",8050001,8100000,8075226,14806,0.0214,0.0194,0.0234,0.0715,"814","700","263.9262","238.6008","287.7374","247.44","-0.4151","-0.1791",13046,11943,"0.1148","0.0224",9460,"#140000"
"CM008230.1_RagTag",8100001,8150000,8125439,13979,0.0204,0.0202,0.023,0.0654,"847","821","272.6429","274.8778","299.4024","290.2118","-0.4483","-0.265",13817,13958,"0.1128","0.0232",11797,"#140000"
"CM008230.1_RagTag",8150001,8200000,8175451,16144,0.0247,0.0203,0.0254,0.063,"747","834","286.9683","274.2341","264.0539","294.8071","0.4352","-0.3501",11611,14201,"0.1057","0.0254",8865,"#120000"
"CM008230.1_RagTag",8200001,8250000,8225231,18045,0.017,0.0148,0.0173,0.0448,"526","608","187.8508","205.2992","193.5348","214.9193","-0.1532","-0.2244",11268,14094,"0.0645","0.0207",7456,"#0C0000"
"CM008230.1_RagTag",8250001,8300000,8275669,17334,0.0136,0.0124,0.0147,0.0638,"455","476","163.6889","156.1643","167.4113","175.138","-0.116","-0.5651",12224,12871,"0.0981","0.0172",6610,"#120000"
"CM008230.1_RagTag",8300001,8350000,8322821,13494,0.0394,0.0407,0.0428,0.0338,"1291","1392","446.5206","498.7333","456.3501","492.0522","-0.1081","0.0682",11402,12596,"0.062","0.0437",9290,"#0A0000"
"CM008230.1_RagTag",8350001,8400000,8377277,12686,0.045,0.0547,0.0545,0.0469,"1138","1682","371.7944","599.8611","418.7122","618.8699","-0.5854","-0.1605",8158,11254,"0.0806","0.0543",5294,"#0C0000"
"CM008230.1_RagTag",8400001,8450000,8424898,11729,0.0446,0.0583,0.058,0.0625,"1295","1709","407.2762","613.3238","476.4783","604.1072","-0.7589","0.0766",9149,10883,"0.1005","0.0563",6459,"#120000"
"CM008230.1_RagTag",8450001,8500000,8474741,12434,0.0479,0.0614,0.06,0.0491,"1210","1593","383.0873","568.8357","427.7178","563.1028","-0.5237","0.0511",8101,9425,"0.0725","0.0603",6215,"#0F0000"
"CM008230.1_RagTag",8500001,8550000,8522497,14109,0.0449,0.0563,0.054,0.0338,"1172","1411","382.5897","519.2159","414.2853","498.7684","-0.384","0.2058",8314,9102,"0.0501","0.0543",6672,"#0A0000"
"CM008230.1_RagTag",8550001,8600000,8576965,17018,0.0345,0.0431,0.0429,0.0523,"142","287","46.0048","100.4659","50.195","105.5979","-0.4153","-0.253",1288,2054,"0.079","0.0439",937,"#0F0000"
"CM008230.1_RagTag",8600001,8650000,8627898,15332,0.0484,0.0469,0.0485,0.0101,"37","24","14.8937","9.1548","14.27","8.8305","0.2333","0.1824",269,200,"0.0634","0.0608",24,"#020000"
"CM008230.1_RagTag",8650001,8700000,8675066,22447,0.0012,0.0037,0.0047,0.2973,"None","None","None","None","None","None","None","None",0,0,"None","None",0,"#5F0000"
"CM008230.1_RagTag",8700001,8750000,8723384,20298,0.031,0.0271,0.0292,0.0026,"157","118","50.4103","42.6627","57.7661","43.4166","-0.6605","-0.0898",1656,1338,"-0.0216","0.0488",563,"#000000"
"CM008230.1_RagTag",8750001,8800000,8770145,19147,0.0962,0.1006,0.0958,0,"13","14","5.3778","5.6889","4.5953","4.9488","0.7748","0.6849",50,51,"-0.0823","0.1008",48,"#000000"
"CM008230.1_RagTag",8800001,8850000,8832784,15324,0.0031,0.0085,0.0052,0,"None","None","None","None","None","None","None","None",0,0,"None","None",0,"#000000"
"CM008230.1_RagTag",8850001,8900000,8873901,23412,0.0394,0.0382,0.0407,0.0246,"31","25","12.0976","9.7111","11.406","8.8371","0.3045","0.4708",279,229,"-0.0644","0.046",181,"#070000"
"CM008230.1_RagTag",8900001,8950000,8922204,19940,0.0611,0.0618,0.0617,0.0019,"34","32","10.8778","10.3937","12.5099","11.3115","-0.6575","-0.3907",180,143,"-0.0401","0.0772",107,"#000000"
"CM008230.1_RagTag",8950001,9000000,8974613,19326,0.0306,0.0258,0.0324,0.0723,"89","105","33.1294","35.4127","32.7464","38.6334","0.0603","-0.4307",1021,1223,"0.0268","0.0347",303,"#170000"
"CM008230.1_RagTag",9000001,9050000,9026588,21269,0.0229,0.0154,0.0221,0.0732,"151","98","59.3706","33.0897","55.5585","36.0578","0.3558","-0.4249",2542,2221,"0.1163","0.0277",493,"#170000"
"CM008230.1_RagTag",9050001,9100000,9075279,17234,0.0259,0.0233,0.027,0.05,"111","112","40.5976","39.0651","40.841","41.2089","-0.0308","-0.269",1498,1386,"0.0599","0.0379",331,"#0F0000"
"CM008230.1_RagTag",9100001,9150000,9124515,13836,0.0011,0.001,0.0012,0.0698,"2","3","0.8571","0.75","0.7359","1.157","0.5669","-1.4475",394,690,"None","None",0,"#140000"
"CM008230.1_RagTag",9150001,9200000,9172436,17886,0.0117,0.0136,0.0131,0.015,"88","159","29.4349","47.4738","32.3784","58.502","-0.4685","-0.9779",1703,3337,"-0.0184","0.0091",564,"#020000"
"CM008230.1_RagTag",9200001,9250000,9225594,15174,0.016,0.0197,0.0175,0,"174","437","54.6317","125.9635","67.1074","160.7884","-1.0168","-1.1294",2342,6178,"0.0636","0.0147",312,"#000000"
"CM008230.1_RagTag",9250001,9300000,9279747,12012,0.0316,0.026,0.0291,0.0056,"236","227","76.2659","70.2984","86.8331","83.5217","-0.633","-0.8233",2024,2748,"-0.0205","0.0386",671,"#000000"
"CM008230.1_RagTag",9300001,9350000,9323016,17577,0.011,0.0123,0.012,0.014,"220","214","70.8214","69.7659","80.9461","78.7385","-0.6503","-0.5924",6354,5443,"-0.0231","0.017",2018,"#020000"
"CM008230.1_RagTag",9350001,9400000,9373230,11460,0.0051,0.0038,0.0049,0.0456,"7","8","1.6667","2.2556","2.5756","2.9435","-1.5742","-1.0608",432,429,"-0.0354","0.0107",82,"#0C0000"
"CM008230.1_RagTag",9400001,9450000,9424082,10553,0.0282,0.0304,0.0298,0.009,"753","806","241.8143","257.8794","266.1748","284.9095","-0.459","-0.4759",8681,8659,"0.0132","0.0298",8211,"#020000"
"CM008230.1_RagTag",9450001,9500000,9476846,11695,0.0432,0.0424,0.0431,0.0035,"957","920","306.7603","292.4325","338.2859","325.2069","-0.4676","-0.5056",7255,6967,"0.005","0.0407",5806,"#000000"
"CM008230.1_RagTag",9500001,9550000,9525806,10589,0.0502,0.0503,0.0502,0,"1541","1574","504.9373","509.1024","544.7216","556.3866","-0.3666","-0.4266",10362,10375,"-0.0005","0.0473",10064,"#000000"
"CM008230.1_RagTag",9550001,9600000,9575159,11288,0.0593,0.0589,0.0593,0.0022,"1654","1700","535.6111","541.4548","584.6655","600.9258","-0.4212","-0.4969",9315,9365,"0.0043","0.0588",7799,"#000000"
"CM008230.1_RagTag",9600001,9650000,9624960,11711,0.0589,0.0611,0.061,0.0081,"1966","1961","648.0754","644.0937","694.953","693.1856","-0.3387","-0.3556",11269,10919,"0.0136","0.0566",10211,"#020000"
"CM008230.1_RagTag",9650001,9700000,9673921,12796,0.0548,0.0536,0.0558,0.0157,"1835","1828","598.9325","586.4111","648.6464","646.172","-0.3848","-0.4644",11324,11190,"0.0237","0.0532",10464,"#020000"
"CM008230.1_RagTag",9700001,9750000,9724797,12538,0.0484,0.0507,0.0505,0.0103,"1724","1765","555.1762","577.577","609.4095","623.9024","-0.4468","-0.3728",11834,11670,"0.02","0.0482",11154,"#020000"
"CM008230.1_RagTag",9750001,9800000,9774555,14442,0.0659,0.0669,0.0671,0.0058,"2679","2640","856.9262","860.45","946.9884","933.2024","-0.4776","-0.3915",13458,13527,"0.0069","0.065",11898,"#000000"
"CM008230.1_RagTag",9800001,9850000,9824351,14196,0.0646,0.0718,0.0696,0.0107,"2145","2343","728.5762","792.0611","758.227","828.2171","-0.1964","-0.2192",11671,11466,"0.0175","0.0656",10324,"#020000"
"CM008230.1_RagTag",9850001,9900000,9875259,14875,0.0579,0.0571,0.0583,0.0071,"2244","2249","735.8444","732.5579","793.2221","794.9895","-0.3632","-0.3944",13281,13279,"0.01","0.0557",12256,"#000000"
"CM008230.1_RagTag",9900001,9950000,9925550,15330,0.0583,0.0644,0.0631,0.0146,"2441","2664","811.9246","886.5357","862.8587","941.6861","-0.2964","-0.2941",14513,14412,"0.0239","0.0602",12564,"#020000"
"CM008230.1_RagTag",9950001,10000000,9975088,15419,0.0568,0.0574,0.057,0,"2423","2481","791.9548","794.696","856.496","876.9982","-0.3784","-0.4713",14717,14419,"-0.0053","0.0551",12382,"#000000"
"CM008230.1_RagTag",10000001,10050000,10025655,12994,0.0529,0.0547,0.0547,0.009,"1833","1844","611.1857","618.0786","647.9394","651.8277","-0.2848","-0.26",11849,11748,"0.0113","0.0533",10239,"#020000"
"CM008230.1_RagTag",10050001,10100000,10073616,13368,0.0568,0.0604,0.0598,0.0099,"2075","2173","672.8968","708.6135","733.483","768.1246","-0.4148","-0.389",12286,12178,"0.0178","0.0553",11627,"#020000"
"CM008230.1_RagTag",10100001,10150000,10129420,9408,0.042,0.0425,0.043,0.0091,"1011","974","313.2389","316.7556","357.3741","344.2951","-0.6197","-0.4013",7511,7681,"0.0104","0.0416",7405,"#020000"
"CM008230.1_RagTag",10150001,10200000,10176028,12538,0.0652,0.0671,0.0677,0.0125,"2301","2416","777.3373","794.2849","813.3707","854.0216","-0.2225","-0.3513",12308,12198,"0.0217","0.0635",11606,"#020000"
"CM008230.1_RagTag",10200001,10250000,10225081,13906,0.0661,0.067,0.0675,0.0079,"2553","2669","840.6833","852.8992","902.4492","943.4535","-0.3437","-0.482",13257,13306,"0.0111","0.0632",12187,"#000000"
"CM008230.1_RagTag",10250001,10300000,10275456,14326,0.0628,0.0671,0.0671,0.0176,"2608","2741","848.1675","886.8437","921.8909","968.9045","-0.4016","-0.4253",13974,13672,"0.0305","0.0633",12490,"#050000"
"CM008230.1_RagTag",10300001,10350000,10325386,14078,0.0666,0.068,0.0685,0.0094,"2584","2725","847.0762","877.7143","913.4072","963.2487","-0.3647","-0.446",13152,13323,"0.0182","0.0652",12174,"#020000"
"CM008230.1_RagTag",10350001,10400000,10375795,15547,0.0674,0.0674,0.0698,0.0178,"2738","2952","931.7944","949.2341","967.844","1043.49","-0.1871","-0.4537",14298,14660,"0.0329","0.0662",12485,"#050000"
"CM008230.1_RagTag",10400001,10450000,10425185,15643,0.0707,0.0705,0.0717,0.0083,"2974","3085","1003.9071","997.1786","1051.2667","1090.5036","-0.2263","-0.4298",14952,14802,"0.0125","0.0685",13446,"#020000"
"CM008230.1_RagTag",10450001,10500000,10474411,14575,0.0667,0.0664,0.068,0.0109,"2341","2354","799.1127","786.1698","827.5102","832.1055","-0.1723","-0.2772",12348,12253,"0.0136","0.0656",10680,"#020000"
"CM008230.1_RagTag",10500001,10550000,10525475,15139,0.0687,0.0676,0.0699,0.0139,"2560","2653","866.25","867.2437","904.9236","937.7977","-0.2146","-0.3778",13163,13418,"0.0192","0.0665",11932,"#020000"
"CM008230.1_RagTag",10550001,10600000,10575229,15750,0.0738,0.0705,0.0728,0.0047,"3119","3117","1019.1667","980.5262","1102.5221","1101.8151","-0.3797","-0.5529",14442,14513,"0.0063","0.0683",13252,"#000000"
"CM008230.1_RagTag",10600001,10650000,10624356,14007,0.074,0.0753,0.0752,0.0038,"2672","2837","887.0278","896.5437","944.514","1002.8391","-0.3057","-0.5323",12455,12373,"0.0035","0.0718",11333,"#000000"
"CM008230.1_RagTag",10650001,10700000,10674693,14484,0.0718,0.0733,0.0746,0.0145,"2866","3083","941.5294","971.3294","1013.0902","1089.7966","-0.3548","-0.546",13700,13799,"0.0221","0.0697",12523,"#020000"
"CM008230.1_RagTag",10700001,10750000,10725791,14322,0.0729,0.076,0.0759,0.0098,"2904","3142","957.4984","1002.0492","1026.5227","1110.6523","-0.3377","-0.4911",13766,13889,"0.0151","0.0708",12649,"#020000"
"CM008230.1_RagTag",10750001,10800000,10775475,15187,0.0677,0.0717,0.071,0.01,"2914","3173","928.4302","998.0079","1030.0575","1121.6103","-0.4955","-0.5535",14274,14575,"0.0181","0.0675",13010,"#020000"
"CM008230.1_RagTag",10800001,10850000,10824845,14647,0.0735,0.0782,0.0775,0.0111,"2992","3212","1008.6508","1054.4889","1057.6294","1135.3963","-0.2326","-0.3579",14273,14025,"0.0203","0.0723",13087,"#020000"
"CM008230.1_RagTag",10850001,10900000,10875516,14953,0.0753,0.0734,0.075,0.0041,"3052","3077","997.0238","986.7492","1078.8385","1087.6757","-0.3809","-0.466",13764,13912,"0.0076","0.0708",12884,"#000000"
"CM008230.1_RagTag",10900001,10950000,10925337,14985,0.0711,0.07,0.0709,0.0023,"2909","2850","934.7984","907.7333","1028.2901","1007.4344","-0.4566","-0.497",13577,13354,"0.0061","0.0666",12232,"#000000"
"CM008230.1_RagTag",10950001,11000000,10973476,14743,0.0746,0.075,0.0747,0,"3153","3159","1013.1198","1016.1024","1114.5406","1116.6615","-0.457","-0.4523",14139,14179,"-0.0011","0.0688",13231,"#000000"
"CM008230.1_RagTag",11000001,11050000,11025507,14367,0.07,0.0684,0.0701,0.0066,"2852","2775","923.6754","903.523","1008.1414","980.923","-0.4208","-0.3963",13691,13723,"0.0124","0.0662",12604,"#000000"
"CM008230.1_RagTag",11050001,11100000,11073567,10025,0.0539,0.0551,0.0545,0,"1573","1544","525.5659","535.1429","556.0331","545.782","-0.2751","-0.0979",9981,9967,"-0.0011","0.0522",9833,"#000000"
"CM008230.1_RagTag",11100001,11150000,11124387,8460,0.0281,0.029,0.0287,0.0028,"769","793","231.1849","238.1444","271.8306","280.3142","-0.7499","-0.7546",8411,8399,"0.0052","0.0274",8327,"#000000"
"CM008230.1_RagTag",11150001,11200000,11176882,10948,0.078,0.077,0.0781,0.0041,"1808","1778","593.5143","582.6","639.1023","628.4977","-0.3581","-0.3667",7789,7706,"0.0011","0.075",6941,"#000000"
"CM008230.1_RagTag",11200001,11250000,11224531,12271,0.0565,0.0581,0.059,0.015,"2026","2057","659.3611","678.4778","716.1622","727.1202","-0.3983","-0.3359",12125,12070,"0.0274","0.0555",11434,"#020000"
"CM008230.1_RagTag",11250001,11300000,11276386,13333,0.0681,0.0657,0.0675,0.0049,"2604","2509","840.8722","816.1738","920.4769","886.8958","-0.4343","-0.4005",12929,12854,"0.0087","0.0636",11946,"#000000"
"CM008230.1_RagTag",11300001,11350000,11324882,15035,0.0691,0.0727,0.0725,0.0114,"2732","3053","900.6151","982.5881","965.7231","1079.192","-0.3386","-0.4496",13508,14038,"0.0184","0.0676",12317,"#020000"
"CM008230.1_RagTag",11350001,11400000,11374728,14555,0.0621,0.0651,0.0653,0.0138,"2260","2378","750.6714","781.419","798.8778","840.5891","-0.303","-0.3535",12441,12374,"0.0227","0.0643",11407,"#020000"
"CM008230.1_RagTag",11400001,11450000,11424520,12926,0.0643,0.0643,0.0654,0.0091,"2361","2394","775.9151","767.796","834.5799","846.2449","-0.353","-0.4655",12485,12392,"0.0133","0.0625",11516,"#020000"
"CM008230.1_RagTag",11450001,11500000,11474625,13329,0.0765,0.0747,0.0763,0.0047,"2922","2847","960.2603","936.6143","1032.8854","1006.374","-0.3531","-0.3481",12996,13000,"0.0077","0.072",12259,"#000000"
"CM008230.1_RagTag",11500001,11550000,11525371,15533,0.0671,0.0648,0.0676,0.013,"2861","2731","917.2492","880.0659","1011.3228","965.3696","-0.4672","-0.4438",14173,14342,"0.0245","0.0638",12557,"#020000"
"CM008230.1_RagTag",11550001,11600000,11574618,14980,0.0636,0.0618,0.0631,0.0031,"2667","2527","860.3579","816.1198","942.7465","893.2585","-0.4389","-0.4337",14141,13938,"0.0025","0.0595",12297,"#000000"
