# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "12" "-p" "--countReadPairs" "-B" "-C" "-t" "exon" "-g" "gene_id" "-a" "/scratch/leuven/357/vsc35707/annotation/func-annotation/results/08_minimal_annotation/braker.minimal.annotated.gtf" "-o" "/scratch/leuven/357/vsc35707/rna-seq/counts/gene_counts.txt" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam" "/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/LW_06.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_01.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_02.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_03.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_04.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_05.filtered.sorted.bam	/scratch/leuven/357/vsc35707/rna-seq/filtered_bams/SW_06.filtered.sorted.bam
g78	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2171438;2174565;2174796;2177234;2177426;2178211;2178474;2179330;2184563;2187579;2187878;2189227	2171639;2174738;2175694;2177367;2178152;2178410;2179270;2179477;2184647;2187813;2188065;2189415	+;+;+;+;+;+;+;+;+;+;+;+	3978	2355	4304	3493	2767	2031	2684	2300	3378	2541	2755	3276	1952
g79	CHR1;CHR1;CHR1	2190382;2190659;2190847	2190604;2190793;2191091	+;+;+	603	551	252	232	363	272	261	162	285	251	361	340	284
g80	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2200898;2204582;2213945;2214115;2215724;2216002;2216287;2218160;2218480;2219984;2220630	2201061;2204923;2214059;2214482;2215940;2216218;2216525;2218313;2218597;2220072;2221462	+;+;+;+;+;+;+;+;+;+;+	2856	1182	1083	1750	1356	1143	933	320	1675	388	1014	684	314
g81	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2222892;2223531;2223763;2223979;2224266;2224425	2223466;2223708;2223919;2224208;2224371;2224519	-;-;-;-;-;-	1341	1673	1527	1626	1441	1178	1257	1506	1393	1411	1989	2305	1650
g82	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2225034;2225321;2225621;2225854;2226942;2227531;2227929;2228276	2225261;2225559;2225796;2226887;2227066;2227867;2228139;2228523	-;-;-;-;-;-;-;-	2598	1313	1668	1629	1464	1355	1390	1403	2155	1373	1664	1757	1825
g83	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2230037;2230223;2230394;2230559;2230788;2231185	2230162;2230330;2230495;2230733;2230949;2231324	-;-;-;-;-;-	813	3859	4127	4415	4424	3734	4861	4126	3788	3615	4576	5334	4917
g84	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2231869;2231899;2232042;2232042;2232207;2232207;2232451;2232451;2232791;2232791;2233131;2233131;2233387;2233387;2233589;2233589;2233803;2233803;2234086;2234086;2234959;2234959	2231985;2231985;2232150;2232150;2232392;2232392;2232734;2232734;2233072;2233072;2233333;2233333;2233534;2233534;2233744;2233744;2234031;2234031;2234898;2234898;2235134;2235134	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2703	833	1067	1034	877	996	1045	934	1041	797	888	772	962
g85	CHR1;CHR1	2235394;2235623	2235566;2235752	+;+	303	224	158	161	175	143	163	136	152	146	207	218	160
g86	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2237371;2240555;2240829;2241034;2241532;2248535	2240493;2240766;2240973;2241194;2241603;2248730	-;-;-;-;-;-	3909	892	1712	1279	1078	882	1137	1800	2790	2390	2184	2386	2080
g87	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2250326;2250427;2250642;2250808;2251182;2251418;2251658;2251898	2250367;2250590;2250748;2251033;2251360;2251599;2251843;2252170	+;+;+;+;+;+;+;+	1359	926	773	773	833	682	727	733	839	798	829	760	827
g88	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2252396;2252613;2252832;2253769;2255026;2255358;2255767;2255892;2256122	2252408;2252764;2253024;2254047;2255300;2255704;2255836;2256062;2256178	+;+;+;+;+;+;+;+;+	1557	2731	4072	3688	2802	3227	4123	2741	4246	2517	4092	3686	4223
g89	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2266828;2266828;2271856;2272241;2272241;2272241;2273356;2273356;2273356;2273798;2273798;2273798;2273927;2273927;2273927;2274189;2274189;2274189;2275008;2275008;2275008	2266847;2266847;2271893;2272499;2272499;2272499;2273524;2273524;2273524;2273871;2273871;2273871;2274134;2274128;2274134;2274390;2274390;2274390;2275341;2275341;2275341	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1304	538	1337	1409	876	1102	1012	818	1298	974	1264	1175	952
g90	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2278075;2278249;2278704;2278898;2279102;2279343;2281452;2281734;2281932;2282158;2282381;2282659;2282908	2278188;2278641;2278830;2279049;2279288;2279530;2281675;2281873;2282103;2282320;2282604;2282848;2282955	+;+;+;+;+;+;+;+;+;+;+;+;+	2322	2614	2774	2902	2472	2509	2029	1798	2176	1811	1798	2031	2284
g91	CHR1;CHR1;CHR1;CHR1	2283602;2283892;2284587;2284813	2283830;2283998;2284757;2284992	+;+;+;+	687	8121	9609	9188	7889	9197	8377	6338	9204	7091	8950	7653	6743
g92	CHR1;CHR1;CHR1;CHR1;CHR1	2285656;2285973;2286673;2287474;2287923	2285913;2286128;2286896;2287789;2288186	-;-;-;-;-	1218	594	625	463	454	400	374	684	622	502	1066	763	552
g93	CHR1;CHR1	2295013;2295897	2295236;2295966	-;-	294	38	85	105	72	67	107	163	131	105	57	269	62
g94	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2297242;2297636;2297642;2298712;2298712;2299003;2299003	2297592;2298187;2298187;2298948;2298948;2299113;2299113	+;+;+;+;+;+;+	1251	984	894	588	725	738	558	759	784	981	783	584	790
g95	CHR1;CHR1;CHR1	2299195;2299293;2299460	2299237;2299389;2299538	-;-;-	219	1619	1073	827	1068	949	636	870	754	903	1551	918	834
g96	CHR1;CHR1;CHR1;CHR1	2300008;2300206;2300433;2301582	2300143;2300373;2300575;2301749	+;+;+;+	615	31488	21801	20536	29032	22195	23362	33300	34283	24130	37583	29932	27205
g97	CHR1;CHR1;CHR1;CHR1	2302246;2302441;2302666;2302869	2302381;2302608;2302808;2303036	+;+;+;+	615	17498	17191	21452	14880	20190	13853	13609	46884	39594	40606	31987	39004
g98	CHR1;CHR1;CHR1;CHR1	2304120;2304314;2304536;2304738	2304255;2304481;2304678;2304905	+;+;+;+	615	14780	18116	14240	13724	12502	7324	22141	12888	10783	25679	10689	16250
g99	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2306058;2306342;2308475;2308850;2309219;2309770;2310735	2306283;2308416;2308798;2309159;2309718;2309944;2311060	+;+;+;+;+;+;+	3936	114	738	705	267	279	234	1129	733	486	681	720	474
g100	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2316078;2316156;2316341;2316858;2317098;2317314;2317753;2317990;2318287;2318696;2318883;2319419;2319706	2316099;2316280;2316496;2317043;2317259;2317616;2317936;2318233;2318486;2318827;2319093;2319642;2319851	+;+;+;+;+;+;+;+;+;+;+;+;+	2295	290	349	398	295	304	259	452	522	427	409	542	429
g101	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2320827;2320948;2321872;2322242;2322420;2323123;2323306;2323594;2324624;2325010;2325979;2326378;2326532	2320886;2321027;2322184;2322354;2322520;2323251;2323538;2323774;2324949;2325241;2326323;2326465;2327036	+;+;+;+;+;+;+;+;+;+;+;+;+	2706	1078	1281	1916	1877	1525	2118	1537	1387	2146	1473	2230	1982
g102	CHR1;CHR1;CHR1	2328004;2328265;2328835	2328207;2328778;2328920	-;-;-	804	471	301	350	398	342	400	301	334	371	369	404	434
g103	CHR1;CHR1;CHR1	2329867;2330359;2330359	2329899;2332164;2332164	+;+;+	1839	123	5	36	15	2	1	5	61	42	1	2	30
g104	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2341527;2341527;2343359;2344594;2344928;2345906;2347062;2347194;2347209	2342138;2342068;2343505;2344863;2345150;2346070;2347136;2347961;2347961	+;+;+;+;+;+;+;+;+	2260	1355	1657	1713	1648	1733	1661	1769	2482	2624	2286	2514	2244
g105	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2348654;2353560;2353789;2353988;2354203;2354576;2354845;2355186;2355553;2356608	2348902;2353730;2353929;2354150;2354517;2354717;2355131;2355491;2355706;2356731	+;+;+;+;+;+;+;+;+;+	2052	632	541	402	571	375	399	661	680	806	798	623	501
g106	CHR1	2356805	2357929	-	1125	88	98	79	62	85	65	93	59	90	158	86	103
g107	CHR1	2380378	2381622	+	1245	8	28	30	13	15	45	21	41	37	22	23	5
g108	CHR1;CHR1;CHR1;CHR1	2450333;2450333;2451652;2455104	2451123;2451127;2452022;2455258	+;+;+;+	1321	310	407	551	266	576	254	152	287	679	213	460	119
g109	CHR1;CHR1;CHR1;CHR1	2467145;2467425;2468103;2468509	2467213;2467640;2468324;2468652	-;-;-;-	651	87641	64580	66726	69018	67278	82810	59824	86208	88500	71604	75360	90818
g110	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2470085;2470282;2470505;2470731;2471326;2471835;2472675;2472853;2474117;2474440;2475239	2470228;2470450;2470673;2471271;2471774;2472617;2472792;2473225;2474373;2474802;2475397	-;-;-;-;-;-;-;-;-;-;-	3525	8267	12396	12678	10416	8224	14301	14125	14974	13536	14122	15531	15309
g111	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2476637;2476889;2478348;2478633;2479059;2479369;2479930;2480081;2480420;2480708;2483897;2484733	2476831;2477125;2478573;2478994;2479307;2479536;2480012;2480355;2480648;2480786;2483964;2484787	-;-;-;-;-;-;-;-;-;-;-;-	2226	5007	8076	4597	4498	5193	1563	3104	4694	3061	6179	3543	2543
g112	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2488746;2489463;2490684;2490866;2491031;2491241;2492838;2493164;2493475;2493719;2494365;2494727;2495019	2489168;2489570;2490812;2490980;2491183;2491344;2493110;2493415;2493663;2493801;2494639;2494955;2495100	-;-;-;-;-;-;-;-;-;-;-;-;-	2415	280	199	350	415	342	568	308	216	430	364	489	541
g113	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2501573;2501711;2503659;2504839;2505028;2507648	2501639;2501902;2503997;2504973;2505223;2507897	-;-;-;-;-;-	1179	149	47	53	60	45	58	177	131	241	120	143	197
g114	CHR1	2510403	2522003	-	11601	0	0	0	0	0	0	0	0	0	0	0	0
g115	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2510403;2511926;2522254;2523647;2524078;2524789;2525269	2511853;2522024;2522623;2524011;2524189;2524912;2525305	-;-;-;-;-;-;-	12558	17	17	14	15	17	17	22	26	17	16	32	50
g116	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2526933;2526933;2527082;2527082;2528127;2528180;2528180;2529577;2529577;2529978;2530101;2530101;2530101;2530382;2530382;2530382;2530606;2530606;2530606;2531404;2531404;2531404;2532810;2532810;2532810	2526943;2526943;2527115;2527115;2528477;2528405;2528411;2529743;2529743;2530046;2530321;2530321;2530321;2530541;2530541;2530541;2531176;2531176;2531176;2531803;2531803;2531803;2532888;2532888;2532888	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2063	3290	5879	6117	5054	4831	5406	4341	5642	4202	5471	7350	5961
g117	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2537245;2537245;2537985;2537985;2538345;2538345;2542293;2542293;2542416;2543369;2543369	2537317;2537317;2538145;2538145;2541394;2541394;2542361;2542815;2542815;2543437;2543437	-;-;-;-;-;-;-;-;-;-;-	3876	2559	4436	7214	6225	5677	9034	6618	6378	8591	7208	8790	9853
g118	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2559798;2572657;2601783;2603833;2604112;2604381;2604646;2604882;2605308;2605619;2606420;2606737	2559849;2572893;2601995;2604053;2604323;2604589;2604822;2605241;2605561;2605836;2606677;2606893	+;+;+;+;+;+;+;+;+;+;+;+	2568	299	615	638	693	468	453	739	1103	823	980	1246	1076
g119	CHR1;CHR1;CHR1;CHR1	2608530;2608701;2610198;2610678	2608645;2609453;2610621;2610875	-;-;-;-	1491	4112	4586	3805	3905	2888	3924	4312	5593	3140	4398	5184	6097
g120	CHR1;CHR1	2612074;2613230	2613167;2613374	+;+	1239	11	6	4	2	5	1	7	7	3	3	10	0
g121	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2614405;2614405;2614644;2614644;2616603;2616603;2616909;2616909;2617039;2617042;2617439;2617439;2617686;2617686;2617769;2617769;2619397;2619397;2619777;2619777	2614578;2614578;2615969;2615969;2616741;2616741;2616988;2616988;2617371;2617371;2617626;2617626;2617710;2617710;2618569;2618569;2619720;2619720;2619782;2619782	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3396	10269	20407	27918	28487	20375	39093	25422	26004	39218	29243	34604	42309
g122	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2620805;2620805;2620805;2620964;2620964;2620964;2621145;2621145;2621145;2622285;2622285;2622285;2622456;2622456;2622456;2622698;2622698;2622698;2622834;2622834;2622834;2623385;2623385;2623651;2623651;2623651;2623993;2623993;2623993;2624400;2624400;2624400;2624888;2624888;2624891;2625168;2625168;2625168;2625446;2625446;2625446;2625627;2625627;2625627;2626229;2626229;2626229;2626483;2626483;2626483;2627626;2627626;2627626	2620898;2620898;2620898;2621081;2621081;2621081;2621283;2621283;2621283;2622397;2622397;2622397;2622639;2622639;2622639;2622771;2622771;2622771;2623164;2623164;2623164;2623492;2623492;2623935;2623935;2623935;2624346;2624346;2624346;2624835;2624835;2624835;2625113;2625113;2625113;2625387;2625387;2625387;2625571;2625571;2625571;2626028;2626028;2626028;2626430;2626430;2626430;2626694;2626694;2626694;2627736;2627736;2627736	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3735	1745	3766	4062	2917	2435	3599	3619	5045	3140	3753	4212	4517
g123	CHR1	2630150	2630485	-	336	38804	23243	26975	31865	33246	32176	25272	38201	38314	31654	33426	36294
g124	CHR1;CHR1;CHR1;CHR1	2635912;2636116;2636249;2636379	2636048;2636181;2636314;2636721	-;-;-;-	612	0	0	1	0	0	2	0	1	0	0	2	0
g125	CHR1;CHR1;CHR1;CHR1	2640503;2640586;2640726;2640867	2640521;2640670;2640806;2640951	+;+;+;+	270	4581	4886	4124	5037	4110	3469	2762	4449	3504	4684	4002	4019
g126	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2641968;2642134;2642744;2643061;2643352;2643519;2646375	2642074;2642330;2642984;2643295;2643459;2643716;2646470	-;-;-;-;-;-;-	1182	892	1886	1501	1586	1393	1110	2037	1688	1045	1505	2292	1219
g127	CHR1	2642759	2643079	+	321	0	0	0	0	0	0	0	0	0	0	0	0
g128	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2648496;2648788;2648954;2649172;2649408;2649632;2650228;2650431;2650651;2650809;2651078	2648732;2648894;2649109;2649348;2649570;2649813;2650374;2650590;2650752;2650908;2651205	-;-;-;-;-;-;-;-;-;-;-	1659	1202	1861	1565	1572	1472	1387	1244	1870	1312	1717	1521	1942
g129	CHR1;CHR1;CHR1	2652099;2652297;2652417	2652197;2652356;2653373	+;+;+	1116	2054	1442	1593	1570	1405	1742	1294	1283	1552	1572	1410	1326
g130	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2654001;2654001;2654276;2654279;2654475;2654475;2654713;2654713;2655133;2655133;2655627;2655627	2654226;2654226;2654417;2654417;2654581;2654581;2655075;2655075;2655572;2655572;2655725;2655725	+;+;+;+;+;+;+;+;+;+;+;+	1377	6467	7224	2147	3886	5055	4272	7443	7061	5019	8841	7000	5180
g131	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2655893;2656000;2656512;2656841;2657886;2658364	2655937;2656453;2656730;2657099;2658310;2658398	-;-;-;-;-;-	1437	34157	38564	33980	60506	37727	27856	18496	32378	11289	28491	21937	20699
g132	CHR1;CHR1;CHR1	2658846;2658914;2664131	2658861;2660169;2664727	+;+;+	1869	440	436	408	554	392	349	455	625	445	443	459	571
g133	CHR1;CHR1;CHR1;CHR1;CHR1	2666556;2667401;2667622;2667763;2668185	2666692;2667564;2667704;2667915;2668247	-;-;-;-;-	600	3686	3767	4323	4897	3495	4067	4554	4724	3992	5214	5288	5949
g134	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2668804;2668804;2669318;2669318;2669762;2669762;2670204;2671249;2671249;2672579;2672579;2672954;2672954	2669009;2669009;2669501;2669501;2669821;2669821;2670227;2671493;2671493;2672891;2672891;2673046;2673046	+;+;+;+;+;+;+;+;+;+;+;+;+	1125	13507	24724	21230	24132	15941	16863	16259	26468	11020	22887	19295	22082
g135	CHR1;CHR1	2679902;2681397	2680029;2682165	-;-	897	571	368	493	541	445	688	481	440	516	509	602	536
g136	CHR1	2682542	2682988	-	447	0	0	0	0	0	0	0	0	0	0	0	0
g137	CHR1;CHR1;CHR1	2682542;2683045;2683059	2682989;2683124;2683124	-;-;-	528	36	17	20	18	34	17	20	13	18	26	19	19
g138	CHR1;CHR1;CHR1;CHR1	2683639;2685051;2686522;2686640	2683909;2685334;2686579;2686671	-;-;-;-	645	405	347	324	324	372	302	204	292	191	196	284	364
g139	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2761336;2762311;2763672;2763869;2770588;2772047	2761946;2762548;2763806;2763964;2770815;2772205	+;+;+;+;+;+	1467	14	22	30	30	29	33	30	34	32	20	25	10
g140	CHR1;CHR1;CHR1;CHR1	2795134;2795361;2796826;2797270	2795300;2795850;2797057;2797463	-;-;-;-	1083	253	332	376	276	303	255	245	257	185	227	231	385
g141	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2798222;2798436;2799843;2800204;2800466;2800774;2801047	2798374;2798948;2800149;2800407;2800713;2800988;2801308	-;-;-;-;-;-;-	1902	543	432	377	417	380	282	283	425	359	369	314	337
g142	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2802216;2802216;2802352;2802352;2803081;2803520;2804013;2804471;2805182;2805810	2802279;2802279;2802725;2802719;2803243;2803958;2804200;2804769;2805362;2805895	+;+;+;+;+;+;+;+;+;+	1794	778	1374	915	792	741	604	771	1137	740	1048	851	630
g143	CHR1;CHR1;CHR1;CHR1	2807196;2808053;2808826;2809128	2807219;2808467;2809071;2809309	+;+;+;+	867	2391	1958	1948	2110	1571	1417	1302	1597	1955	1359	1642	1360
g144	CHR1;CHR1	2809550;2809568	2810662;2810662	+;+	1113	144	88	97	90	105	59	97	82	98	111	84	78
g145	CHR1;CHR1	2813936;2814104	2815861;2815861	+;+	1926	4886	4386	4392	3792	3873	3304	2436	2424	2339	3434	2903	2448
g146	CHR1;CHR1	2815930;2816189	2816126;2816309	-;-	318	337	1060	1421	1245	815	1330	1186	1490	1668	1759	1700	2378
g147	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2816710;2816854;2817803;2818009;2818444;2819320	2816793;2817373;2817951;2818385;2818882;2819559	+;+;+;+;+;+	1809	170	854	913	412	445	348	547	856	511	804	658	664
g148	CHR1;CHR1	2822412;2824312	2822859;2824400	-;-	537	1295	1656	1705	1854	1426	2476	1443	1286	1388	1526	1793	1863
g149	CHR1;CHR1;CHR1;CHR1	2825867;2825961;2826248;2826568	2825902;2826190;2826513;2827142	+;+;+;+	1107	365	312	331	319	302	236	358	309	432	281	259	225
g150	CHR1;CHR1;CHR1;CHR1;CHR1	2827187;2827578;2828070;2828918;2829071	2827522;2827985;2828861;2829016;2829187	-;-;-;-;-	1752	1117	760	1189	914	883	725	619	860	632	771	1000	1107
g151	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2830118;2830221;2830608;2831790;2832181;2832694	2830145;2830309;2831258;2832121;2832635;2837930	+;+;+;+;+;+	6792	287	880	915	568	615	691	701	1066	753	917	1146	1131
g152	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2839077;2839247;2839503;2839939;2840185;2840646	2839193;2839447;2839881;2840131;2840595;2840769	-;-;-;-;-;-	1425	74	48	52	58	70	45	93	66	135	96	69	75
g153	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2844660;2864276;2873155;2875279;2876510;2884340;2884755;2885081;2885198	2844800;2864345;2873413;2875681;2876920;2884693;2885019;2885139;2885224	+;+;+;+;+;+;+;+;+	1989	86	171	149	136	133	128	168	217	179	178	252	227
g154	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2887136;2887883;2888040;2888375;2888676;2888961	2887489;2887983;2888313;2888610;2888795;2889054	-;-;-;-;-;-	1179	7989	7538	7339	7432	7847	5898	3008	4282	3642	3983	3885	3435
g155	CHR1;CHR1;CHR1;CHR1	2889907;2890149;2890361;2891211	2890087;2890263;2890502;2891390	+;+;+;+	618	645	648	843	954	824	1183	671	661	719	729	1014	769
g156	CHR1	2895408	2895474	-	67	0	0	0	0	0	0	0	0	0	0	0	0
g157	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2895408;2895538;2895580;2895957;2896183;2896351;2896593;2897030;2897334;2897526;2897730;2897986;2898134;2898397;2900936;2901097;2901327;2901694;2901928;2903006;2903564;2903761;2903891;2904163;2904273;2904483;2904686;2905418	2895521;2895897;2895897;2896122;2896294;2896536;2896971;2897277;2897469;2897669;2897923;2898078;2898341;2898635;2901042;2901271;2901537;2901843;2902326;2903507;2903703;2903829;2904102;2904217;2904423;2904631;2904957;2905634	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5388	1092	3523	3571	1531	2046	2147	2694	3748	3021	3185	3420	2803
g158	CHR1;CHR1	2908131;2908575	2910500;2910500	+;+	2370	453	521	508	430	383	443	704	711	661	680	751	734
g159	CHR1;CHR1;CHR1	2911651;2912556;2912688	2912243;2912628;2912729	-;-;-	708	413	364	362	313	336	300	346	382	346	351	415	370
g160	CHR1;CHR1;CHR1;CHR1;CHR1	2913043;2913247;2913442;2913796;2914114	2913179;2913381;2913740;2914054;2915677	+;+;+;+;+	2394	226	230	197	248	281	208	229	244	272	260	273	222
g161	CHR1;CHR1;CHR1;CHR1;CHR1	2916068;2916593;2916846;2917203;2917799	2916538;2916793;2917136;2917563;2917839	-;-;-;-;-	1365	1682	1487	1622	1654	1526	1596	1556	1655	1385	1542	1870	1810
g162	CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1;CHR1	2918321;2918473;2918854;2919191;2919397;2919637;2919841;2920369;2922699;2922864;2923093;2923373;2923558	2918413;2918795;2919130;2919341;2919581;2919787;2920311;2920511;2922805;2923037;2923317;2923502;2923674	-;-;-;-;-;-;-;-;-;-;-;-;-	2547	1529	1786	1914	1723	1793	1663	1910	2900	2359	2182	3046	2393
